Date,Visitor,G,Home,G,,Att.,LOG,Notes
1993-10-30,Chicago Blackhawks,3,Pittsburgh Penguins,4,,,,
1993-10-30,Detroit Red Wings,5,Quebec Nordiques,3,,,,
1993-10-30,Washington Capitals,4,San Jose Sharks,2,,,,
1993-10-30,Buffalo Sabres,6,Vancouver Canucks,3,,,,
1993-10-31,Philadelphia Flyers,9,Chicago Blackhawks,6,,,,
1993-10-31,San Jose Sharks,2,Mighty Ducks of Anaheim,1,OT,,,
1993-10-31,New Jersey Devils,1,New York Rangers,4,,,,at Halifax NS
1993-10-31,Calgary Flames,4,Winnipeg Jets,3,,,,
1993-11-01,Toronto Maple Leafs,3,Dallas Stars,3,OT,,,
1993-11-01,St. Louis Blues,4,Hartford Whalers,2,,,,
1993-11-02,Boston Bruins,1,Detroit Red Wings,6,,,,
1993-11-02,Philadelphia Flyers,4,Florida Panthers,3,,,,
1993-11-02,Vancouver Canucks,2,New York Islanders,1,,,,
1993-11-02,Tampa Bay Lightning,2,Quebec Nordiques,8,,,,
1993-11-02,Pittsburgh Penguins,3,San Jose Sharks,3,OT,,,
1993-11-03,Pittsburgh Penguins,6,Buffalo Sabres,2,,,,at Sacramento CA
1993-11-03,Ottawa Senators,7,Edmonton Oilers,5,,,,
1993-11-03,Calgary Flames,6,Hartford Whalers,3,,,,
1993-11-03,New Jersey Devils,2,Los Angeles Kings,3,,,,
1993-11-03,Dallas Stars,4,Mighty Ducks of Anaheim,5,,,,
1993-11-03,Tampa Bay Lightning,0,Montreal Canadiens,1,,,,
1993-11-03,Vancouver Canucks,3,New York Rangers,6,,,,
1993-11-03,Florida Panthers,3,Toronto Maple Leafs,6,,,,
1993-11-03,St. Louis Blues,3,Winnipeg Jets,0,,,,
1993-11-04,Calgary Flames,3,Boston Bruins,6,,,,
1993-11-04,New York Islanders,2,Chicago Blackhawks,4,,,,
1993-11-04,Toronto Maple Leafs,3,Detroit Red Wings,3,OT,,,
1993-11-04,Quebec Nordiques,1,Philadelphia Flyers,4,,,,
1993-11-05,New Jersey Devils,6,Mighty Ducks of Anaheim,3,,,,
1993-11-05,Dallas Stars,2,San Jose Sharks,4,,,,
1993-11-05,Ottawa Senators,7,Winnipeg Jets,6,OT,,,
1993-11-05,Vancouver Canucks,2,Washington Capitals,3,,,,
1993-11-06,Tampa Bay Lightning,1,Boston Bruins,1,OT,,,
1993-11-06,Pittsburgh Penguins,3,Los Angeles Kings,8,,,,
1993-11-06,Calgary Flames,4,Montreal Canadiens,3,,,,
1993-11-06,Hartford Whalers,3,New York Islanders,5,,,,
1993-11-06,New York Rangers,4,Quebec Nordiques,2,,,,
1993-11-06,Edmonton Oilers,5,St. Louis Blues,6,OT,,,
1993-11-06,Philadelphia Flyers,3,Toronto Maple Leafs,5,,,,
1993-11-07,Boston Bruins,4,Buffalo Sabres,3,,,,
1993-11-07,Edmonton Oilers,0,Chicago Blackhawks,3,,,,
1993-11-07,Winnipeg Jets,1,Dallas Stars,1,OT,,,
1993-11-07,Pittsburgh Penguins,5,Mighty Ducks of Anaheim,4,,,,
1993-11-07,Vancouver Canucks,5,Philadelphia Flyers,2,,,,
1993-11-07,Florida Panthers,3,Quebec Nordiques,1,,,,
1993-11-07,New Jersey Devils,2,San Jose Sharks,1,,,,
1993-11-08,Tampa Bay Lightning,3,New York Rangers,6,,,,
1993-11-09,Los Angeles Kings,2,Calgary Flames,3,,,,
1993-11-09,Edmonton Oilers,4,Detroit Red Wings,2,,,,
1993-11-09,Dallas Stars,2,Mighty Ducks of Anaheim,4,,,,at Phoenix AZ
1993-11-09,Winnipeg Jets,5,New York Islanders,2,,,,
1993-11-09,Toronto Maple Leafs,2,San Jose Sharks,2,OT,,,
1993-11-09,Pittsburgh Penguins,3,St. Louis Blues,3,OT,,,
1993-11-09,Quebec Nordiques,1,Washington Capitals,2,,,,
1993-11-10,Philadelphia Flyers,5,Buffalo Sabres,3,,,,
1993-11-10,Ottawa Senators,3,Hartford Whalers,4,OT,,,
1993-11-10,Florida Panthers,3,Montreal Canadiens,1,,,,
1993-11-10,New York Islanders,3,New Jersey Devils,5,,,,
1993-11-10,Winnipeg Jets,1,New York Rangers,2,,,,
1993-11-10,Los Angeles Kings,0,Vancouver Canucks,4,,,,
1993-11-11,Edmonton Oilers,1,Boston Bruins,5,,,,
1993-11-11,Mighty Ducks of Anaheim,4,Calgary Flames,5,,,,
1993-11-11,Pittsburgh Penguins,1,Chicago Blackhawks,4,,,,
1993-11-11,San Jose Sharks,0,Dallas Stars,4,,,,
1993-11-11,Florida Panthers,5,Ottawa Senators,4,,,,
1993-11-11,New Jersey Devils,5,Philadelphia Flyers,3,,,,
1993-11-11,Toronto Maple Leafs,2,St. Louis Blues,3,,,,
1993-11-11,Washington Capitals,4,Tampa Bay Lightning,1,,,,
1993-11-13,Vancouver Canucks,3,Calgary Flames,4,,,,
1993-11-13,Edmonton Oilers,4,Hartford Whalers,4,OT,,,
1993-11-13,St. Louis Blues,3,Los Angeles Kings,6,,,,
1993-11-13,Ottawa Senators,3,Montreal Canadiens,2,OT,,,
1993-11-13,San Jose Sharks,4,New Jersey Devils,2,,,,
1993-11-13,Boston Bruins,5,New York Islanders,2,,,,
1993-11-13,Buffalo Sabres,7,Philadelphia Flyers,2,,,,
1993-11-13,Detroit Red Wings,7,Pittsburgh Penguins,3,,,,
1993-11-13,Quebec Nordiques,3,Tampa Bay Lightning,4,,,,
1993-11-13,Chicago Blackhawks,3,Toronto Maple Leafs,2,,,,
1993-11-13,Dallas Stars,3,Winnipeg Jets,2,,,,
1993-11-13,New York Rangers,2,Washington Capitals,0,,,,
1993-11-14,Dallas Stars,1,Chicago Blackhawks,4,,,,
1993-11-14,Quebec Nordiques,5,Florida Panthers,2,,,,
1993-11-14,San Jose Sharks,3,New York Rangers,3,OT,,,
1993-11-14,Mighty Ducks of Anaheim,2,Vancouver Canucks,3,,,,
1993-11-15,Winnipeg Jets,2,Calgary Flames,7,,,,
1993-11-15,Montreal Canadiens,4,Ottawa Senators,2,,,,
1993-11-15,Edmonton Oilers,5,Toronto Maple Leafs,5,OT,,,
1993-11-16,New York Rangers,4,Florida Panthers,2,,,,
1993-11-16,Philadelphia Flyers,5,Pittsburgh Penguins,11,,,,
1993-11-16,St. Louis Blues,0,Vancouver Canucks,3,,,,
1993-11-16,San Jose Sharks,2,Washington Capitals,1,,,,
1993-11-17,Tampa Bay Lightning,3,Dallas Stars,4,,,,
1993-11-17,Boston Bruins,4,Hartford Whalers,2,,,,
1993-11-17,Toronto Maple Leafs,4,Mighty Ducks of Anaheim,3,,,,
1993-11-17,Edmonton Oilers,1,Montreal Canadiens,3,,,,
1993-11-17,Buffalo Sabres,0,New Jersey Devils,4,,,,
1993-11-17,New York Islanders,8,Ottawa Senators,1,,,,
1993-11-17,Detroit Red Wings,1,Winnipeg Jets,2,,,,
1993-11-18,San Jose Sharks,1,Boston Bruins,3,,,,
1993-11-18,Chicago Blackhawks,3,Florida Panthers,2,,,,
1993-11-18,Toronto Maple Leafs,3,Los Angeles Kings,2,,,,
1993-11-18,New York Islanders,5,Montreal Canadiens,1,,,,at Hamilton ON
1993-11-18,New Jersey Devils,5,Ottawa Senators,2,,,,
1993-11-18,Hartford Whalers,3,Philadelphia Flyers,6,,,,
1993-11-18,Washington Capitals,2,Pittsburgh Penguins,3,,,,
1993-11-18,Calgary Flames,3,St. Louis Blues,3,OT,,,
1993-11-19,Winnipeg Jets,0,Buffalo Sabres,6,,,,
1993-11-19,New York Rangers,5,Tampa Bay Lightning,3,,,,
1993-11-19,Mighty Ducks of Anaheim,6,Vancouver Canucks,3,,,,
1993-11-20,Philadelphia Flyers,5,Boston Bruins,5,OT,,,
1993-11-20,Calgary Flames,3,Dallas Stars,4,,,,
1993-11-20,Toronto Maple Leafs,3,Edmonton Oilers,2,,,,
1993-11-20,Washington Capitals,3,Florida Panthers,4,,,,
1993-11-20,San Jose Sharks,3,Hartford Whalers,2,,,,
1993-11-20,Pittsburgh Penguins,2,Montreal Canadiens,2,OT,,,
1993-11-20,Detroit Red Wings,4,New Jersey Devils,3,OT,,,
1993-11-20,Winnipeg Jets,5,Quebec Nordiques,5,OT,,,
1993-11-20,Los Angeles Kings,1,St. Louis Blues,4,,,,
1993-11-20,Chicago Blackhawks,3,Tampa Bay Lightning,4,,,,
1993-11-21,San Jose Sharks,5,Buffalo Sabres,6,,,,
1993-11-21,Los Angeles Kings,4,Dallas Stars,7,,,,
1993-11-21,Mighty Ducks of Anaheim,4,Edmonton Oilers,2,,,,
1993-11-21,New York Islanders,5,Philadelphia Flyers,4,OT,,,
1993-11-21,Detroit Red Wings,2,St. Louis Blues,2,OT,,,
1993-11-22,Mighty Ducks of Anaheim,2,Calgary Flames,1,,,,
1993-11-22,Buffalo Sabres,5,Ottawa Senators,2,,,,
1993-11-22,Toronto Maple Leafs,5,Vancouver Canucks,2,,,,
1993-11-23,Hartford Whalers,2,Florida Panthers,1,OT,,,
1993-11-23,Montreal Canadiens,4,New York Rangers,5,,,,
1993-11-23,New Jersey Devils,1,Quebec Nordiques,1,OT,,,
1993-11-23,Detroit Red Wings,4,San Jose Sharks,6,,,,
1993-11-24,New Jersey Devils,5,Buffalo Sabres,3,,,,
1993-11-24,Toronto Maple Leafs,3,Calgary Flames,5,,,,
1993-11-24,New York Islanders,2,Dallas Stars,2,OT,,,
1993-11-24,Chicago Blackhawks,3,Edmonton Oilers,1,,,,
1993-11-24,New York Rangers,7,Ottawa Senators,1,,,,
1993-11-24,Montreal Canadiens,2,Philadelphia Flyers,9,,,,
1993-11-24,Boston Bruins,3,Pittsburgh Penguins,7,,,,
1993-11-24,Hartford Whalers,1,Tampa Bay Lightning,4,,,,
1993-11-24,Detroit Red Wings,5,Vancouver Canucks,4,OT,,,
1993-11-24,Mighty Ducks of Anaheim,2,Winnipeg Jets,1,,,,
1993-11-24,St. Louis Blues,2,Washington Capitals,5,,,,
1993-11-25,Los Angeles Kings,6,Quebec Nordiques,8,,,,
1993-11-26,Florida Panthers,2,Boston Bruins,3,,,,
1993-11-26,Ottawa Senators,2,Buffalo Sabres,5,,,,
1993-11-26,Chicago Blackhawks,6,Calgary Flames,3,,,,
1993-11-26,San Jose Sharks,4,Mighty Ducks of Anaheim,3,,,,
1993-11-26,Tampa Bay Lightning,0,Philadelphia Flyers,3,,,,
1993-11-26,New Jersey Devils,6,St. Louis Blues,6,OT,,,
1993-11-26,Vancouver Canucks,5,Winnipeg Jets,3,,,,
1993-11-26,Pittsburgh Penguins,4,Washington Capitals,4,OT,,,
1993-11-27,Dallas Stars,4,Detroit Red Wings,10,,,,
1993-11-27,Vancouver Canucks,1,Edmonton Oilers,2,,,,
1993-11-27,Florida Panthers,0,Hartford Whalers,4,,,,
1993-11-27,Los Angeles Kings,0,Montreal Canadiens,4,,,,
1993-11-27,New York Rangers,4,New York Islanders,6,,,,
1993-11-27,Ottawa Senators,2,Pittsburgh Penguins,2,OT,,,
1993-11-27,Buffalo Sabres,2,Quebec Nordiques,2,OT,,,
1993-11-27,Mighty Ducks of Anaheim,0,San Jose Sharks,1,,,,
1993-11-27,Philadelphia Flyers,4,Tampa Bay Lightning,3,OT,,,
1993-11-27,Boston Bruins,2,Toronto Maple Leafs,4,,,,
1993-11-28,Detroit Red Wings,4,New York Islanders,1,,,,
1993-11-28,Washington Capitals,1,New York Rangers,3,,,,
1993-11-28,Winnipeg Jets,4,St. Louis Blues,3,,,,
1993-11-29,Dallas Stars,6,Edmonton Oilers,5,OT,,,
1993-11-29,Hartford Whalers,4,Ottawa Senators,2,,,,
1993-11-29,Buffalo Sabres,3,Toronto Maple Leafs,0,,,,
1993-11-29,Chicago Blackhawks,1,Vancouver Canucks,2,OT,,,
1993-11-30,Dallas Stars,2,Calgary Flames,2,OT,,,
1993-11-30,Winnipeg Jets,8,Los Angeles Kings,6,,,,
1993-11-30,New York Rangers,3,New Jersey Devils,1,,,,
1993-11-30,Washington Capitals,4,New York Islanders,6,,,,
1993-11-30,Boston Bruins,5,Quebec Nordiques,2,,,,
1993-12-01,Philadelphia Flyers,1,Edmonton Oilers,3,,,,
1993-12-01,Detroit Red Wings,3,Hartford Whalers,5,,,,
1993-12-01,Winnipeg Jets,2,Mighty Ducks of Anaheim,5,,,,
1993-12-01,Ottawa Senators,6,Montreal Canadiens,3,,,,
1993-12-01,Buffalo Sabres,3,Tampa Bay Lightning,0,,,,
1993-12-01,St. Louis Blues,2,Toronto Maple Leafs,4,,,,
1993-12-02,New York Islanders,3,Boston Bruins,7,,,,
1993-12-02,Buffalo Sabres,1,Florida Panthers,2,OT,,,
1993-12-02,Mighty Ducks of Anaheim,2,Los Angeles Kings,3,,,,
1993-12-02,New Jersey Devils,2,Pittsburgh Penguins,2,OT,,,
1993-12-02,Toronto Maple Leafs,5,St. Louis Blues,4,,,,
1993-12-02,Philadelphia Flyers,6,Vancouver Canucks,3,,,,
1993-12-03,Ottawa Senators,1,Detroit Red Wings,8,,,,
1993-12-03,Quebec Nordiques,3,New York Islanders,2,,,,
1993-12-03,Winnipeg Jets,3,San Jose Sharks,3,OT,,,
1993-12-03,Montreal Canadiens,2,Washington Capitals,2,OT,,,
1993-12-04,Montreal Canadiens,8,Boston Bruins,1,,,,
1993-12-04,Philadelphia Flyers,0,Calgary Flames,6,,,,
1993-12-04,Pittsburgh Penguins,7,Hartford Whalers,6,OT,,,
1993-12-04,Tampa Bay Lightning,5,Los Angeles Kings,4,,,,
1993-12-04,Chicago Blackhawks,2,New Jersey Devils,2,OT,,,
1993-12-04,Washington Capitals,6,Ottawa Senators,1,,,,
1993-12-04,Vancouver Canucks,1,Quebec Nordiques,3,,,,
1993-12-04,Dallas Stars,3,St. Louis Blues,4,,,,
1993-12-04,New York Rangers,4,Toronto Maple Leafs,3,,,,
1993-12-05,Boston Bruins,1,Buffalo Sabres,3,,,,
1993-12-05,Edmonton Oilers,3,Dallas Stars,4,,,,
1993-12-05,Tampa Bay Lightning,4,Mighty Ducks of Anaheim,2,,,,
1993-12-05,New Jersey Devils,1,New York Rangers,2,,,,
1993-12-05,Florida Panthers,1,San Jose Sharks,2,,,,
1993-12-05,Detroit Red Wings,4,Winnipeg Jets,6,,,,
1993-12-06,Winnipeg Jets,2,Detroit Red Wings,6,,,,
1993-12-06,Vancouver Canucks,3,Montreal Canadiens,4,OT,,,
1993-12-06,Calgary Flames,6,Ottawa Senators,1,,,,
1993-12-07,Florida Panthers,3,Mighty Ducks of Anaheim,2,,,,
1993-12-07,Edmonton Oilers,4,New York Islanders,4,OT,,,
1993-12-07,Calgary Flames,4,Quebec Nordiques,4,OT,,,
1993-12-07,Tampa Bay Lightning,3,San Jose Sharks,1,,,,
1993-12-07,Chicago Blackhawks,2,St. Louis Blues,3,,,,
1993-12-07,Hartford Whalers,6,Washington Capitals,1,,,,
1993-12-08,Pittsburgh Penguins,2,Dallas Stars,3,,,,
1993-12-08,Vancouver Canucks,4,Hartford Whalers,1,,,,
1993-12-08,Florida Panthers,6,Los Angeles Kings,5,,,,
1993-12-08,New Jersey Devils,4,Montreal Canadiens,2,,,,
1993-12-08,Edmonton Oilers,1,New York Rangers,1,OT,,,
1993-12-08,Buffalo Sabres,3,Ottawa Senators,1,,,,
1993-12-08,Winnipeg Jets,5,Toronto Maple Leafs,4,,,,
1993-12-09,Vancouver Canucks,3,Boston Bruins,2,OT,,,
1993-12-09,Ottawa Senators,1,Dallas Stars,6,,,,at Minneapolis MN
1993-12-09,St. Louis Blues,2,Detroit Red Wings,3,,,,
1993-12-09,Quebec Nordiques,3,New Jersey Devils,2,,,,
1993-12-09,Washington Capitals,4,Philadelphia Flyers,2,,,,
1993-12-10,Calgary Flames,2,Buffalo Sabres,6,,,,
1993-12-10,Florida Panthers,5,Winnipeg Jets,2,,,,
1993-12-11,Chicago Blackhawks,5,Boston Bruins,4,,,,
1993-12-11,San Jose Sharks,3,Detroit Red Wings,5,,,,
1993-12-11,Buffalo Sabres,3,Hartford Whalers,0,,,,
1993-12-11,St. Louis Blues,1,Los Angeles Kings,9,,,,
1993-12-11,Washington Capitals,5,Montreal Canadiens,3,,,,
1993-12-11,Edmonton Oilers,2,New Jersey Devils,5,,,,
1993-12-11,Philadelphia Flyers,2,New York Islanders,5,,,,
1993-12-11,Ottawa Senators,2,Quebec Nordiques,5,,,,
1993-12-11,Pittsburgh Penguins,6,Tampa Bay Lightning,3,,,,
1993-12-11,Calgary Flames,1,Toronto Maple Leafs,3,,,,
1993-12-12,Hartford Whalers,2,Boston Bruins,2,OT,,,
1993-12-12,San Jose Sharks,1,Chicago Blackhawks,2,,,,
1993-12-12,Florida Panthers,4,Dallas Stars,4,OT,,,
1993-12-12,St. Louis Blues,1,Mighty Ducks of Anaheim,2,OT,,,
1993-12-12,Edmonton Oilers,2,Philadelphia Flyers,1,,,,
1993-12-12,Toronto Maple Leafs,3,Winnipeg Jets,3,OT,,,
1993-12-13,Buffalo Sabres,0,New York Rangers,2,,,,
1993-12-13,Los Angeles Kings,2,Ottawa Senators,5,,,,
1993-12-13,Washington Capitals,3,Quebec Nordiques,5,,,,
1993-12-14,Vancouver Canucks,4,Calgary Flames,8,,,,
1993-12-14,Mighty Ducks of Anaheim,2,Detroit Red Wings,5,,,,
1993-12-14,New Jersey Devils,1,New York Islanders,4,,,,
1993-12-14,Los Angeles Kings,2,Pittsburgh Penguins,4,,,,
1993-12-14,Montreal Canadiens,1,Tampa Bay Lightning,1,OT,,,at Orlando FL
1993-12-15,Chicago Blackhawks,3,Dallas Stars,2,,,,
1993-12-15,Vancouver Canucks,2,Edmonton Oilers,7,,,,
