Date,Visitor,G,Home,G,,Att.,LOG,Notes
1989-03-28,Winnipeg Jets,3,Los Angeles Kings,3,OT,,,
1989-03-28,Washington Capitals,4,New York Islanders,5,,,,
1989-03-29,Quebec Nordiques,1,Chicago Blackhawks,3,,,,
1989-03-29,New York Rangers,3,Detroit Red Wings,4,,,,
1989-03-29,Winnipeg Jets,1,Los Angeles Kings,2,OT,,,
1989-03-29,New York Islanders,5,New Jersey Devils,4,OT,,,
1989-03-29,Minnesota North Stars,1,Toronto Maple Leafs,3,,,,
1989-03-29,Edmonton Oilers,5,Vancouver Canucks,2,,,,
1989-03-30,Montreal Canadiens,4,Buffalo Sabres,2,,,,
1989-03-30,Washington Capitals,4,Philadelphia Flyers,5,,,,
1989-03-30,Hartford Whalers,9,Pittsburgh Penguins,5,,,,
1989-03-30,Quebec Nordiques,3,St. Louis Blues,4,OT,,,
1989-03-31,Winnipeg Jets,1,Calgary Flames,4,,,,
1989-03-31,Minnesota North Stars,5,Detroit Red Wings,1,,,,
1989-04-01,Chicago Blackhawks,1,Hartford Whalers,6,,,,
1989-04-01,Vancouver Canucks,4,Los Angeles Kings,6,,,,
1989-04-01,Philadelphia Flyers,2,Montreal Canadiens,2,OT,,,
1989-04-01,Buffalo Sabres,4,New York Islanders,3,,,,
1989-04-01,New York Rangers,2,Pittsburgh Penguins,5,,,,
1989-04-01,Boston Bruins,5,Quebec Nordiques,4,,,,
1989-04-01,Toronto Maple Leafs,3,St. Louis Blues,4,OT,,,
1989-04-01,New Jersey Devils,4,Washington Capitals,6,,,,
1989-04-02,Hartford Whalers,2,Boston Bruins,3,,,,
1989-04-02,Quebec Nordiques,2,Buffalo Sabres,4,,,,
1989-04-02,Edmonton Oilers,2,Calgary Flames,4,,,,
1989-04-02,Toronto Maple Leafs,3,Chicago Blackhawks,4,OT,,,
1989-04-02,Washington Capitals,4,New Jersey Devils,7,,,,
1989-04-02,New York Islanders,6,New York Rangers,4,,,,
1989-04-02,Pittsburgh Penguins,6,Philadelphia Flyers,5,OT,,,
1989-04-02,Detroit Red Wings,2,St. Louis Blues,4,,,,
1989-04-02,Los Angeles Kings,5,Vancouver Canucks,4,,,,
1989-04-02,Minnesota North Stars,2,Winnipeg Jets,3,,,,
